game_date,Home Team,Away Team,Period,Clock,Home Team Skaters,Away Team Skaters,Home Team Goals,Away Team Goals,Team,Player,Event,X Coordinate,Y Coordinate,Detail 1,Detail 2,Detail 3,Detail 4,Player 2,X Coordinate 2,Y Coordinate 2
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:58,6,5,0,0,Connecticut Whale,Katelynn Russ,Penalty Taken,94,45,Tripping,,,,Autumn MacDougall,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:58,5,4,0,0,Buffalo Beauts,Brooke Stacey,Faceoff Win,169,20,Backhand,,,,Sarah Schwenzfeier,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:55,5,4,0,0,Buffalo Beauts,Brooke Stacey,Puck Recovery,157,23,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:55,5,4,0,0,Buffalo Beauts,Brooke Stacey,Play,157,23,Indirect,,,,Alyson Matteau,141,81
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:52,5,4,0,0,Buffalo Beauts,Alyson Matteau,Incomplete Play,141,81,Indirect,,,,Kristin Lewicki,177,77
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:49,5,4,0,0,Buffalo Beauts,Alyson Matteau,Puck Recovery,137,82,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:48,5,4,0,0,Buffalo Beauts,Alyson Matteau,Incomplete Play,131,79,Direct,,,,Brooke Stacey,156,33
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:45,5,4,0,0,Connecticut Whale,Tori Howran,Puck Recovery,5,66,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:45,5,4,0,0,Connecticut Whale,Tori Howran,Incomplete Play,5,66,Indirect,,,,Shannon Doyle,9,33
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:42,5,4,0,0,Buffalo Beauts,Alyson Matteau,Puck Recovery,150,82,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:41,5,4,0,0,Buffalo Beauts,Alyson Matteau,Play,136,75,Direct,,,,Marie-Jo Pelletier,131,35
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:39,5,4,0,0,Buffalo Beauts,Marie-Jo Pelletier,Play,131,36,Direct,,,,Brooke Stacey,161,15
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:38,5,4,0,0,Buffalo Beauts,Brooke Stacey,Incomplete Play,169,16,Direct,,,,Jordan Juron,160,40
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:38,5,4,0,0,Connecticut Whale,Shannon Doyle,Takeaway,34,50,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:35,5,4,0,0,Buffalo Beauts,Brooke Stacey,Puck Recovery,158,4,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:32,5,4,0,0,Buffalo Beauts,Brooke Stacey,Play,180,2,Direct,,,,Marie-Jo Pelletier,134,4
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:30,5,4,0,0,Buffalo Beauts,Marie-Jo Pelletier,Play,134,9,Direct,,,,Alyson Matteau,141,67
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:29,5,4,0,0,Buffalo Beauts,Alyson Matteau,Play,141,67,Direct,,,,Jordan Juron,163,41
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:28,5,4,0,0,Buffalo Beauts,Jordan Juron,Shot,163,41,Snapshot,On Net,t,t,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:25,5,4,0,0,Connecticut Whale,Kaycie Anderson,Puck Recovery,21,38,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:25,5,4,0,0,Connecticut Whale,Kaycie Anderson,Dump In/Out,21,38,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:20,5,4,0,0,Buffalo Beauts,Carly Jackson,Puck Recovery,5,57,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:15,5,4,0,0,Buffalo Beauts,Carly Jackson,Play,2,41,Indirect,,,,Jordan Juron,2,41
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:07,5,4,0,0,Buffalo Beauts,Jordan Juron,Zone Entry,124,82,Carried,,,,Hanna Beattie,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:06,5,4,0,0,Buffalo Beauts,Jordan Juron,Shot,166,75,Fan,Missed,f,f,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:04,5,4,0,0,Connecticut Whale,Maggie LaGue,Puck Recovery,7,55,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:04,5,4,0,0,Connecticut Whale,Maggie LaGue,Dump In/Out,7,55,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:02,5,4,0,0,Buffalo Beauts,Alyson Matteau,Puck Recovery,131,0,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,14:01,5,4,0,0,Buffalo Beauts,Alyson Matteau,Play,131,0,Indirect,,,,Kristin Lewicki,183,3
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:59,5,4,0,0,Buffalo Beauts,Kristin Lewicki,Play,193,10,Indirect,,,,Brooke Stacey,169,0
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:57,5,4,0,0,Buffalo Beauts,Brooke Stacey,Incomplete Play,172,0,Direct,,,,Alyson Matteau,130,4
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:57,5,4,0,0,Connecticut Whale,Kayla Friesen,Takeaway,43,84,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:51,5,4,0,0,Connecticut Whale,Kayla Friesen,Dump In/Out,124,17,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:47,5,4,0,0,Buffalo Beauts,Carly Jackson,Puck Recovery,1,43,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:47,5,4,0,0,Buffalo Beauts,Carly Jackson,Play,1,43,Indirect,,,,Marie-Jo Pelletier,3,41
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:37,5,4,0,0,Buffalo Beauts,Marie-Jo Pelletier,Play,41,58,Direct,,,,Autumn MacDougall,86,2
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:35,5,4,0,0,Buffalo Beauts,Autumn MacDougall,Incomplete Play,94,0,Direct,,,,Dominique Kremer,123,2
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:30,5,4,0,0,Connecticut Whale,Hanna Beattie,Puck Recovery,1,43,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:30,5,4,0,0,Connecticut Whale,Hanna Beattie,Incomplete Play,1,43,Indirect,,,,Mackenzie Lancaster,9,10
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:29,5,4,0,0,Connecticut Whale,Hanna Beattie,Puck Recovery,2,33,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:29,5,4,0,0,Connecticut Whale,Hanna Beattie,Play,2,33,Indirect,,,,Mackenzie Lancaster,7,12
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:25,5,4,0,0,Connecticut Whale,Mackenzie Lancaster,Dump In/Out,7,12,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:22,5,4,0,0,Buffalo Beauts,Whitney Dove,Puck Recovery,110,83,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:21,5,4,0,0,Buffalo Beauts,Whitney Dove,Play,91,65,Direct,,,,Dominique Kremer,106,4
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:19,5,4,0,0,Buffalo Beauts,Dominique Kremer,Dump In/Out,106,4,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:19,5,4,0,0,Buffalo Beauts,Dominique Kremer,Zone Entry,106,4,Dumped,,,,Maggie LaGue,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:15,5,4,0,0,Connecticut Whale,Hanna Beattie,Puck Recovery,15,5,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:14,5,4,0,0,Connecticut Whale,Hanna Beattie,Dump In/Out,21,4,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:08,5,4,0,0,Buffalo Beauts,Carly Jackson,Puck Recovery,4,19,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:08,5,4,0,0,Buffalo Beauts,Carly Jackson,Play,4,19,Indirect,,,,Dominique Kremer,4,19
2021/1/23,Buffalo Beauts,Connecticut Whale,1,13:03,5,4,0,0,Connecticut Whale,Alyssa Wohlfeiler,Puck Recovery,159,17,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:56,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,86,82,Direct,,,,Elena Orlando,75,28
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:53,5,5,0,0,Connecticut Whale,Elena Orlando,Incomplete Play,96,17,Direct,,,,Katelynn Russ,120,40
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:51,5,5,0,0,Connecticut Whale,Elena Orlando,Puck Recovery,120,23,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:51,5,5,0,0,Connecticut Whale,Elena Orlando,Play,120,23,Direct,,,,Emma Vlasic,133,2
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:51,5,5,0,0,Connecticut Whale,Elena Orlando,Zone Entry,125,8,Played,,,,Whitney Dove,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:49,5,5,0,0,Connecticut Whale,Emma Vlasic,Dump In/Out,138,2,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:46,5,5,0,0,Buffalo Beauts,Dominique Kremer,Puck Recovery,1,51,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:43,5,5,0,0,Buffalo Beauts,Dominique Kremer,Play,1,51,Indirect,,,,Autumn MacDougall,9,76
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:39,5,5,0,0,Connecticut Whale,Elena Orlando,Puck Recovery,186,5,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:31,5,5,0,0,Buffalo Beauts,Dominique Kremer,Puck Recovery,4,69,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:29,5,5,0,0,Buffalo Beauts,Dominique Kremer,Play,5,60,Direct,,,,Whitney Dove,3,36
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:28,5,5,0,0,Buffalo Beauts,Whitney Dove,Incomplete Play,11,30,Direct,,,,Erin Gehen,44,16
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:26,5,5,0,0,Connecticut Whale,Taylor Marchin,Puck Recovery,172,70,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:26,5,5,0,0,Connecticut Whale,Taylor Marchin,Incomplete Play,172,70,Indirect,,,,Emma Vlasic,198,46
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:24,5,5,0,0,Buffalo Beauts,Dominique Kremer,Puck Recovery,2,59,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:24,5,5,0,0,Buffalo Beauts,Dominique Kremer,Play,2,59,Direct,,,,Autumn MacDougall,35,83
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:22,5,5,0,0,Buffalo Beauts,Autumn MacDougall,Dump In/Out,35,83,Retained,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:20,5,5,0,0,Buffalo Beauts,Erin Gehen,Puck Recovery,94,83,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:19,5,5,0,0,Buffalo Beauts,Erin Gehen,Dump In/Out,106,84,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:18,5,5,0,0,Connecticut Whale,Taylor Marchin,Puck Recovery,32,16,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:16,5,5,0,0,Connecticut Whale,Taylor Marchin,Play,35,32,Direct,,,,Alyssa Wohlfeiler,89,71
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:13,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Dump In/Out,119,76,Retained,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:13,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Zone Entry,119,76,Dumped,,,,Megan Delay,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:10,5,5,0,0,Connecticut Whale,Sarah Schwenzfeier,Puck Recovery,196,40,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:10,5,5,0,0,Connecticut Whale,Sarah Schwenzfeier,Incomplete Play,196,40,Indirect,,,,Alyssa Wohlfeiler,196,61
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:08,5,5,0,0,Buffalo Beauts,Jordan Juron,Puck Recovery,4,14,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:02,5,5,0,0,Buffalo Beauts,Jordan Juron,Incomplete Play,109,41,Indirect,,,,Lenka Curmova,119,75
2021/1/23,Buffalo Beauts,Connecticut Whale,1,12:00,5,5,0,0,Connecticut Whale,Kaycie Anderson,Puck Recovery,87,42,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:59,5,5,0,0,Connecticut Whale,Kaycie Anderson,Play,106,47,Direct,,,,Sarah Schwenzfeier,113,77
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:56,5,5,0,0,Buffalo Beauts,Neve Van Pelt,Faceoff Win,80,20,Backhand,,,,Sarah Schwenzfeier,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:54,5,5,0,0,Buffalo Beauts,Iveta Klimasova,Puck Recovery,86,0,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:53,5,5,0,0,Buffalo Beauts,Iveta Klimasova,Dump In/Out,101,2,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:53,5,5,0,0,Buffalo Beauts,Iveta Klimasova,Zone Entry,101,2,Dumped,,,,Shannon Doyle,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:49,5,5,0,0,Connecticut Whale,Tori Howran,Puck Recovery,1,47,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:48,5,5,0,0,Connecticut Whale,Tori Howran,Play,2,39,Indirect,,,,Kaycie Anderson,32,2
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:47,5,5,0,0,Connecticut Whale,Kaycie Anderson,Dump In/Out,32,2,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:46,5,5,0,0,Buffalo Beauts,Neve Van Pelt,Puck Recovery,141,72,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:44,5,5,0,0,Connecticut Whale,Grace Klienbach,Puck Recovery,72,8,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:44,5,5,0,0,Connecticut Whale,Grace Klienbach,Dump In/Out,72,8,Retained,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:42,5,5,0,0,Connecticut Whale,Grace Klienbach,Zone Entry,126,12,Dumped,,,,Lenka Curmova,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:40,5,5,0,0,Connecticut Whale,Kaycie Anderson,Puck Recovery,157,26,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:40,5,5,0,0,Connecticut Whale,Kaycie Anderson,Shot,172,32,Wristshot,Missed,f,f,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:37,5,5,0,0,Buffalo Beauts,Jordan Juron,Faceoff Win,31,64,Backhand,,,,Kayla Friesen,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:35,5,5,0,0,Buffalo Beauts,Alyson Matteau,Puck Recovery,31,83,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:35,5,5,0,0,Buffalo Beauts,Alyson Matteau,Play,31,83,Direct,,,,Kristin Lewicki,52,81
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:31,5,5,0,0,Buffalo Beauts,Kristin Lewicki,Zone Entry,125,80,Carried,,,,Shannon Doyle,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:29,5,5,0,0,Buffalo Beauts,Kristin Lewicki,Shot,165,56,Snapshot,On Net,f,f,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:25,5,5,0,0,Buffalo Beauts,Jordan Juron,Puck Recovery,194,13,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:24,5,5,0,0,Buffalo Beauts,Kristin Lewicki,Puck Recovery,175,1,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:24,5,5,0,0,Buffalo Beauts,Kristin Lewicki,Play,175,1,Indirect,,,,Erin Gehen,194,13
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:23,5,5,0,0,Buffalo Beauts,Erin Gehen,Play,194,13,Direct,,,,Jordan Juron,177,23
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:21,5,5,0,0,Buffalo Beauts,Jordan Juron,Play,182,23,Direct,,,,Kristin Lewicki,167,36
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:21,5,5,0,0,Buffalo Beauts,Kristin Lewicki,Shot,170,39,Fan,Missed,f,f,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:20,5,5,0,0,Buffalo Beauts,Alyson Matteau,Puck Recovery,177,46,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:20,5,5,0,0,Buffalo Beauts,Alyson Matteau,Shot,177,46,Wristshot,On Net,f,f,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:19,5,5,0,0,Buffalo Beauts,Alyson Matteau,Puck Recovery,182,48,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:19,5,5,0,0,Buffalo Beauts,Alyson Matteau,Play,189,56,Indirect,,,,Jordan Juron,189,56
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:17,5,5,0,0,Buffalo Beauts,Jordan Juron,Incomplete Play,180,76,Direct,,,,Kristin Lewicki,175,52
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:16,5,5,0,0,Connecticut Whale,Shannon Doyle,Puck Recovery,23,36,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:16,5,5,0,0,Connecticut Whale,Shannon Doyle,Play,23,36,Direct,,,,Kayla Friesen,58,26
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:14,5,5,0,0,Connecticut Whale,Kayla Friesen,Play,67,27,Direct,,,,Nicole Guagliardo,84,29
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:11,5,5,0,0,Connecticut Whale,Nicole Guagliardo,Zone Entry,126,16,Carried,,,,Marie-Jo Pelletier,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:09,5,5,0,0,Buffalo Beauts,Erin Gehen,Puck Recovery,43,83,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:09,5,5,0,0,Buffalo Beauts,Erin Gehen,Dump In/Out,43,83,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:07,5,5,0,0,Connecticut Whale,Hanna Beattie,Puck Recovery,88,5,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:06,5,5,0,0,Connecticut Whale,Hanna Beattie,Play,71,9,Direct,,,,Maggie LaGue,88,76
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:03,5,5,0,0,Connecticut Whale,Maggie LaGue,Zone Entry,125,82,Carried,,,,Marie-Jo Pelletier,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,11:00,5,5,0,0,Connecticut Whale,Maggie LaGue,Play,188,76,Direct,,,,Nicole Guagliardo,177,76
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:59,5,5,0,0,Connecticut Whale,Nicole Guagliardo,Play,183,81,Indirect,,,,Kayla Friesen,198,44
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:55,5,5,0,0,Connecticut Whale,Kayla Friesen,Play,196,57,Direct,,,,Amanda Conway,163,47
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:55,5,5,0,0,Connecticut Whale,Amanda Conway,Shot,163,47,Snapshot,Blocked,f,t,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:52,5,5,0,0,Connecticut Whale,Amanda Conway,Puck Recovery,189,21,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:52,5,5,0,0,Connecticut Whale,Amanda Conway,Play,189,21,Indirect,,,,Hanna Beattie,129,8
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:51,5,5,0,0,Connecticut Whale,Hanna Beattie,Shot,129,8,Snapshot,Missed,f,t,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:47,5,5,0,0,Buffalo Beauts,Brooke Stacey,Puck Recovery,33,1,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:43,5,5,0,0,Buffalo Beauts,Brooke Stacey,Zone Entry,124,1,Carried,,,,Maggie LaGue,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:42,5,5,0,0,Buffalo Beauts,Brooke Stacey,Dump In/Out,134,0,Retained,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:40,5,5,0,0,Buffalo Beauts,Brooke Stacey,Puck Recovery,195,15,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:39,5,5,0,0,Buffalo Beauts,Brooke Stacey,Incomplete Play,195,15,Direct,,,,Autumn MacDougall,186,20
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:39,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Puck Recovery,14,65,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:36,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Dump In/Out,22,76,Lost,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:35,5,5,0,0,Buffalo Beauts,Whitney Dove,Puck Recovery,126,2,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:34,5,5,0,0,Buffalo Beauts,Whitney Dove,Incomplete Play,133,1,Direct,,,,Brooke Stacey,151,5
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:32,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Puck Recovery,52,82,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:32,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Play,52,82,Indirect,,,,Amanda Conway,66,83
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:27,5,5,0,0,Connecticut Whale,Amanda Conway,Zone Entry,126,82,Carried,,,,Whitney Dove,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:26,5,5,0,0,Connecticut Whale,Amanda Conway,Play,141,80,Indirect,,,,Mackenzie Lancaster,148,80
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:21,5,5,0,0,Connecticut Whale,Taylor Marchin,Puck Recovery,135,84,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:21,5,5,0,0,Connecticut Whale,Taylor Marchin,Shot,135,84,Snapshot,Blocked,f,f,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:19,5,5,0,0,Buffalo Beauts,Dominique Kremer,Puck Recovery,22,37,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:19,5,5,0,0,Buffalo Beauts,Dominique Kremer,Incomplete Play,22,37,Indirect,,,,Cassidy MacPherson,22,16
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:14,5,5,0,0,Connecticut Whale,Amanda Conway,Puck Recovery,182,83,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:10,5,5,0,0,Connecticut Whale,Amanda Conway,Shot,190,35,Wristshot,Blocked,t,f,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:08,5,5,0,0,Buffalo Beauts,Carly Jackson,Puck Recovery,13,40,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:07,5,5,0,0,Buffalo Beauts,Jordan Juron,Faceoff Win,31,64,Backhand,,,,Emma Vlasic,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:05,5,5,0,0,Buffalo Beauts,Megan Delay,Puck Recovery,18,51,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:02,5,5,0,0,Buffalo Beauts,Megan Delay,Play,7,29,Direct,,,,Hunter Accursi,50,3
2021/1/23,Buffalo Beauts,Connecticut Whale,1,10:02,5,5,0,0,Buffalo Beauts,Hunter Accursi,Incomplete Play,50,3,Direct,,,,Jordan Juron,86,22
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:59,5,5,0,0,Connecticut Whale,Taylor Marchin,Puck Recovery,91,52,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:59,5,5,0,0,Connecticut Whale,Taylor Marchin,Incomplete Play,91,52,Direct,,,,Emma Vlasic,114,14
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:58,5,5,0,0,Connecticut Whale,Elena Orlando,Puck Recovery,68,23,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:57,5,5,0,0,Connecticut Whale,Elena Orlando,Incomplete Play,71,3,Indirect,,,,Emma Vlasic,106,1
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:54,5,5,0,0,Buffalo Beauts,Kayla Meneghin,Puck Recovery,114,70,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:52,5,5,0,0,Buffalo Beauts,Kayla Meneghin,Zone Entry,124,80,Carried,,,,Taylor Marchin,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:48,5,5,0,0,Connecticut Whale,Emma Vlasic,Puck Recovery,39,15,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:46,5,5,0,0,Connecticut Whale,Emma Vlasic,Play,64,4,Direct,,,,Alyssa Wohlfeiler,75,47
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:42,5,5,0,0,Connecticut Whale,Emma Vlasic,Faceoff Win,120,65,Forehand,,,,Neve Van Pelt,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:40,5,5,0,0,Connecticut Whale,Katelynn Russ,Puck Recovery,121,74,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:40,5,5,0,0,Connecticut Whale,Katelynn Russ,Play,121,74,Direct,,,,Shannon Doyle,87,78
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:39,5,5,0,0,Connecticut Whale,Shannon Doyle,Play,87,78,Indirect,,,,Alyssa Wohlfeiler,87,11
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:36,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,87,10,Direct,,,,Shannon Doyle,75,53
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:35,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,80,50,Direct,,,,Alyssa Wohlfeiler,100,6
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:34,5,5,0,0,Buffalo Beauts,Marie-Jo Pelletier,Takeaway,100,69,,,,,,,
2021/1/23,Buffalo Beauts,Connecticut Whale,1,9:33,5,5,0,0,Buffalo Beauts,Marie-Jo Pelletier,Zone Entry,124,81,Carried,,,,Tori Howran,,
